timestamp,line_id,voltage_kv,state,root_cause,duration_hours,load_mw_at_trip,hour_of_day,month,wind_speed,rainfall_mm,temperature,load_pct,line_age_years
2024-09-24 07:00:00,TL-006,220,West Bengal,Tree Contact,4.0,263.6,7,9,13.0,18.39,13.3,89.1,1
2023-10-08 18:00:00,TL-030,400,Odisha,Tree Contact,4.4,169.8,18,10,0.8,0.37,17.2,78.4,6
2024-05-30 16:00:00,TL-023,400,Bihar,Tree Contact,4.0,216.5,16,5,5.1,0.79,30.1,87.7,1
2023-01-15 01:00:00,TL-035,765,West Bengal,Equipment Failure,6.6,279.0,1,1,1.2,0.16,28.3,65.0,28
2023-07-15 19:00:00,TL-010,220,Sikkim,Human Error,0.7,143.5,19,7,5.9,9.28,25.4,83.1,17
2024-06-04 08:00:00,TL-021,765,Bihar,Lightning,2.2,197.9,8,6,6.9,2.39,29.6,65.8,21
2023-11-08 19:00:00,TL-028,400,Bihar,Human Error,0.8,263.1,19,11,2.4,0.27,19.6,64.4,26
2024-05-13 16:00:00,TL-002,765,Bihar,Overloading,4.5,169.3,16,5,2.6,0.31,34.2,74.9,26
2023-04-09 13:00:00,TL-009,220,Jharkhand,Overloading,0.4,189.7,13,4,1.3,0.22,33.2,42.1,2
2023-07-20 06:00:00,TL-042,765,Jharkhand,Human Error,0.2,182.2,6,7,13.7,2.31,22.8,77.7,2
2024-10-22 15:00:00,TL-005,220,West Bengal,Overloading,2.6,166.2,15,10,2.5,0.37,19.0,73.3,19
2023-05-08 05:00:00,TL-042,400,Sikkim,Unknown,5.4,148.0,5,5,1.3,0.07,28.7,73.1,10
2023-06-10 10:00:00,TL-005,220,West Bengal,Equipment Failure,1.1,196.2,10,6,7.5,22.97,30.0,89.9,3
2024-07-25 14:00:00,TL-044,400,Sikkim,Tree Contact,5.1,144.9,14,7,8.7,1.2,20.9,73.6,2
2024-05-21 22:00:00,TL-044,400,Sikkim,Lightning,2.6,219.6,22,5,1.5,1.97,31.7,61.4,18
2024-08-09 20:00:00,TL-037,400,Bihar,Lightning,12.5,188.6,20,8,7.4,13.03,19.9,64.3,8
2023-11-19 04:00:00,TL-024,400,West Bengal,Equipment Failure,17.1,188.0,4,11,6.2,1.34,19.8,62.2,7
2023-10-20 09:00:00,TL-039,400,Sikkim,Equipment Failure,10.9,162.7,9,10,1.2,2.47,18.8,71.5,16
2024-12-06 02:00:00,TL-045,765,Bihar,Equipment Failure,0.0,235.5,2,12,10.7,1.19,22.1,64.7,8
2024-06-03 06:00:00,TL-011,220,Odisha,Lightning,2.2,196.6,6,6,5.2,18.41,26.1,72.3,2
2023-04-19 20:00:00,TL-007,400,Jharkhand,Equipment Failure,1.9,68.2,20,4,1.5,4.55,33.9,40.9,20
2024-07-23 01:00:00,TL-004,400,Sikkim,Equipment Failure,14.6,209.2,1,7,14.9,3.05,21.3,70.3,22
2023-07-15 10:00:00,TL-005,400,Jharkhand,Bird/Animal,1.5,129.2,10,7,5.8,1.2,18.3,53.0,27
2024-05-27 10:00:00,TL-037,400,Sikkim,Lightning,0.4,185.5,10,5,1.4,1.32,29.3,74.9,18
2024-08-23 13:00:00,TL-016,400,Jharkhand,Bird/Animal,3.6,141.7,13,8,5.2,1.12,15.2,80.6,14
2023-10-14 03:00:00,TL-020,400,Jharkhand,Equipment Failure,1.7,154.8,3,10,0.3,1.78,17.9,76.3,16
2024-03-21 04:00:00,TL-021,765,Jharkhand,Unknown,2.3,226.1,4,3,0.3,0.98,37.3,51.6,2
2023-04-01 10:00:00,TL-038,220,Bihar,Overloading,2.7,249.1,10,4,0.8,0.13,35.1,69.4,26
2023-02-13 19:00:00,TL-039,400,Bihar,Lightning,1.8,235.3,19,2,1.6,2.84,38.5,92.5,4
2024-04-25 07:00:00,TL-001,400,Odisha,Overloading,4.0,184.9,7,4,2.4,0.37,39.1,104.9,28
2024-10-14 03:00:00,TL-047,220,West Bengal,Equipment Failure,0.5,175.3,3,10,4.9,1.58,18.4,75.7,25
2023-02-02 11:00:00,TL-035,765,Odisha,Equipment Failure,0.8,188.2,11,2,1.0,0.19,34.2,66.7,11
2023-10-21 07:00:00,TL-028,400,Jharkhand,Human Error,0.8,116.8,7,10,1.4,2.58,12.9,64.5,17
2023-01-11 09:00:00,TL-046,765,Jharkhand,Lightning,0.5,118.1,9,1,3.3,0.37,31.3,79.7,12
2024-02-06 00:00:00,TL-047,400,West Bengal,Bird/Animal,0.2,253.6,0,2,0.9,0.65,27.8,59.7,4
2023-02-06 18:00:00,TL-047,400,Jharkhand,Tree Contact,4.1,148.0,18,2,0.6,0.11,27.5,69.6,24
2023-07-30 22:00:00,TL-034,400,Bihar,Tree Contact,4.2,246.8,22,7,5.9,10.37,22.1,65.1,11
2023-12-08 10:00:00,TL-034,765,Jharkhand,Lightning,2.2,162.5,10,12,1.1,0.53,21.6,60.1,4
2023-07-12 17:00:00,TL-007,220,Sikkim,Overloading,0.5,109.1,17,7,5.3,0.18,23.7,55.9,7
2024-05-11 01:00:00,TL-032,220,Odisha,Equipment Failure,7.5,202.4,1,5,0.6,0.15,25.7,58.7,19
2023-05-12 17:00:00,TL-016,400,West Bengal,Human Error,1.2,222.8,17,5,1.4,0.78,39.9,64.5,10
2024-08-28 05:00:00,TL-036,220,Odisha,Equipment Failure,1.6,222.4,5,8,6.5,40.92,14.4,66.0,27
2024-02-06 09:00:00,TL-032,220,West Bengal,Lightning,0.6,207.4,9,2,1.2,0.21,31.6,93.7,28
2024-04-18 08:00:00,TL-006,765,West Bengal,Equipment Failure,0.0,295.5,8,4,3.1,0.47,36.3,63.0,3
2023-05-13 14:00:00,TL-041,220,Jharkhand,Overloading,2.0,205.2,14,5,3.6,0.72,32.0,97.6,28
2023-02-20 08:00:00,TL-012,765,Jharkhand,Equipment Failure,4.0,194.4,8,2,2.0,1.13,29.3,75.1,27
2024-11-03 20:00:00,TL-027,400,West Bengal,Overloading,0.8,133.2,20,11,2.8,0.52,14.8,104.3,24
2023-01-11 07:00:00,TL-021,220,Bihar,Equipment Failure,0.4,190.4,7,1,0.4,2.05,22.6,53.7,25
2023-12-18 21:00:00,TL-008,400,West Bengal,Equipment Failure,1.1,280.0,21,12,9.6,0.78,22.4,73.0,11
2024-02-15 00:00:00,TL-040,220,West Bengal,Overloading,0.1,225.5,0,2,3.5,0.06,29.5,95.3,15
2024-05-09 23:00:00,TL-019,765,Bihar,Tree Contact,5.5,230.9,23,5,1.1,0.08,28.2,56.6,15
2023-08-21 17:00:00,TL-001,220,Jharkhand,Lightning,1.9,165.3,17,8,15.5,0.53,15.6,88.6,1
2023-07-30 02:00:00,TL-028,220,West Bengal,Equipment Failure,0.4,247.7,2,7,7.3,7.55,17.6,75.8,13
2024-07-22 16:00:00,TL-004,400,Jharkhand,Equipment Failure,24.5,233.7,16,7,9.7,3.21,22.1,50.6,24
2023-09-01 04:00:00,TL-005,220,Bihar,Unknown,13.9,257.5,4,9,5.1,13.42,22.4,65.9,6
2023-08-19 01:00:00,TL-007,400,Odisha,Equipment Failure,0.2,236.5,1,8,8.7,4.64,16.5,54.1,24
2023-12-23 18:00:00,TL-017,765,Odisha,Equipment Failure,22.3,276.8,18,12,0.9,0.35,25.4,77.5,5
2024-03-26 22:00:00,TL-039,400,West Bengal,Human Error,3.3,151.1,22,3,7.3,1.19,38.5,88.4,6
2023-01-19 04:00:00,TL-040,400,West Bengal,Equipment Failure,4.8,318.3,4,1,1.8,0.05,28.5,87.0,16
2024-04-21 07:00:00,TL-015,765,Odisha,Tree Contact,2.9,160.0,7,4,1.0,1.94,37.2,60.1,8
2023-10-21 16:00:00,TL-041,400,Odisha,Overloading,0.4,179.9,16,10,11.6,0.0,14.4,63.3,18
2024-08-07 00:00:00,TL-033,400,Jharkhand,Tree Contact,0.8,166.9,0,8,9.6,10.8,22.6,82.1,20
2024-05-22 00:00:00,TL-020,220,Jharkhand,Equipment Failure,4.0,76.8,0,5,0.4,0.56,28.3,81.3,11
2024-08-16 14:00:00,TL-015,765,Bihar,Overloading,3.5,198.1,14,8,5.6,9.66,16.0,64.1,28
2023-12-04 04:00:00,TL-030,765,Jharkhand,Equipment Failure,5.7,198.5,4,12,7.7,0.05,23.7,81.6,24
2023-05-01 02:00:00,TL-035,400,Jharkhand,Unknown,5.6,213.5,2,5,3.2,0.02,32.5,68.3,23
2024-06-29 03:00:00,TL-006,400,Odisha,Overloading,0.5,150.5,3,6,9.8,3.16,28.8,97.3,16
2024-10-14 10:00:00,TL-037,220,Odisha,Tree Contact,0.2,223.7,10,10,3.9,0.19,13.8,82.6,5
2024-08-23 16:00:00,TL-012,400,Sikkim,Lightning,4.6,208.5,16,8,14.9,3.15,17.8,79.8,19
2023-10-02 12:00:00,TL-047,400,Jharkhand,Tree Contact,7.8,217.6,12,10,0.2,0.21,13.1,60.8,27
2023-05-26 14:00:00,TL-024,220,Odisha,Equipment Failure,0.9,150.8,14,5,2.9,1.3,26.9,64.0,11
2023-10-07 12:00:00,TL-040,400,Jharkhand,Tree Contact,5.3,105.5,12,10,1.4,1.16,10.2,65.2,19
2024-12-18 09:00:00,TL-012,765,Odisha,Tree Contact,15.1,154.0,9,12,1.4,1.64,18.6,83.7,4
2023-02-25 05:00:00,TL-034,220,Jharkhand,Equipment Failure,26.5,143.9,5,2,0.5,1.03,32.1,63.2,10
2024-05-01 22:00:00,TL-049,220,Odisha,Lightning,4.4,187.3,22,5,4.7,0.36,34.1,87.3,16
2024-09-12 18:00:00,TL-024,220,Jharkhand,Lightning,5.4,229.0,18,9,8.4,4.95,10.9,52.0,5
2023-11-26 00:00:00,TL-035,400,Odisha,Overloading,0.1,179.6,0,11,9.8,1.26,14.7,100.2,22
2023-10-29 18:00:00,TL-009,220,Bihar,Equipment Failure,7.2,206.0,18,10,2.1,0.14,18.3,75.7,16
2023-12-24 05:00:00,TL-004,220,Bihar,Unknown,2.7,262.9,5,12,1.0,0.41,23.6,74.5,21
2023-07-19 16:00:00,TL-001,400,Odisha,Equipment Failure,5.9,261.6,16,7,5.1,2.22,26.5,79.1,24
2023-10-02 17:00:00,TL-028,220,Jharkhand,Lightning,1.0,106.7,17,10,0.3,2.22,15.9,84.5,11
2024-12-06 06:00:00,TL-013,220,Odisha,Bird/Animal,0.1,181.4,6,12,1.7,0.57,20.1,60.4,19
2024-02-17 06:00:00,TL-003,400,Sikkim,Overloading,1.0,167.4,6,2,0.8,2.99,26.9,95.4,6
2024-07-05 02:00:00,TL-036,400,Odisha,Equipment Failure,15.2,187.9,2,7,6.3,5.52,21.2,67.2,15
2023-09-28 13:00:00,TL-029,765,Bihar,Equipment Failure,18.7,251.6,13,9,9.9,18.81,19.0,47.3,11
2024-01-24 16:00:00,TL-026,400,Bihar,Equipment Failure,14.2,216.1,16,1,1.8,0.91,27.6,56.8,25
2024-01-07 14:00:00,TL-005,400,Bihar,Bird/Animal,0.2,232.9,14,1,2.9,0.96,22.5,52.1,19
2023-06-03 00:00:00,TL-024,400,Jharkhand,Lightning,0.6,191.1,0,6,6.6,12.77,25.6,72.9,21
2024-09-24 23:00:00,TL-049,400,Sikkim,Lightning,2.6,126.0,23,9,7.3,8.2,15.7,73.0,25
2024-05-01 21:00:00,TL-018,765,Odisha,Overloading,4.1,213.3,21,5,7.2,0.33,37.4,74.5,19
2023-03-10 15:00:00,TL-016,400,Bihar,Equipment Failure,6.4,224.6,15,3,1.0,1.36,30.6,62.0,1
2023-03-26 08:00:00,TL-018,400,Jharkhand,Tree Contact,2.0,214.6,8,3,2.0,0.14,37.4,64.4,7
2023-04-19 20:00:00,TL-043,400,Sikkim,Bird/Animal,0.9,232.6,20,4,1.8,0.3,28.9,86.3,6
2024-07-14 23:00:00,TL-034,220,West Bengal,Equipment Failure,2.3,154.2,23,7,5.8,25.63,28.7,81.6,20
2024-09-29 09:00:00,TL-040,765,Jharkhand,Lightning,1.6,199.6,9,9,5.2,28.83,17.9,72.0,11
2023-08-21 19:00:00,TL-006,400,Bihar,Equipment Failure,9.0,261.0,19,8,6.7,15.68,20.2,67.8,25
2024-04-25 11:00:00,TL-010,220,Sikkim,Lightning,0.3,289.8,11,4,3.5,0.78,30.8,49.0,21
2024-07-01 16:00:00,TL-022,765,Jharkhand,Equipment Failure,0.6,181.6,16,7,6.3,6.69,24.5,89.3,15
2023-03-01 21:00:00,TL-009,400,West Bengal,Lightning,0.5,156.8,21,3,8.2,0.32,38.7,82.4,14
2023-05-28 02:00:00,TL-040,400,West Bengal,Equipment Failure,16.0,161.2,2,5,3.2,0.55,26.5,72.9,23
2024-10-22 15:00:00,TL-002,765,Bihar,Bird/Animal,0.5,111.1,15,10,2.2,0.75,14.6,88.5,26
2023-04-20 21:00:00,TL-038,400,Sikkim,Tree Contact,3.6,203.9,21,4,5.4,0.36,38.4,77.0,10
2024-01-15 14:00:00,TL-041,400,West Bengal,Equipment Failure,6.9,106.7,14,1,0.6,0.08,33.0,92.6,7
2023-04-04 10:00:00,TL-047,400,West Bengal,Human Error,0.3,166.5,10,4,0.1,0.51,35.2,86.5,4
2023-11-07 04:00:00,TL-049,220,Odisha,Equipment Failure,5.7,192.3,4,11,0.5,0.13,17.7,68.9,5
2024-05-20 12:00:00,TL-017,400,West Bengal,Human Error,2.9,120.4,12,5,0.9,0.55,29.5,53.6,25
2024-09-29 03:00:00,TL-026,765,Odisha,Equipment Failure,0.2,204.1,3,9,11.9,5.14,16.8,78.1,15
2023-01-21 16:00:00,TL-024,400,Odisha,Unknown,1.3,228.4,16,1,3.7,0.44,22.9,73.7,4
2023-03-22 09:00:00,TL-039,400,Odisha,Bird/Animal,1.1,228.3,9,3,5.1,0.12,32.4,43.4,3
2023-06-13 13:00:00,TL-045,400,Bihar,Tree Contact,3.1,231.4,13,6,5.1,15.31,30.4,65.4,12
2023-04-26 10:00:00,TL-023,400,Odisha,Lightning,3.5,196.1,10,4,0.5,0.64,30.8,69.6,26
2024-08-07 22:00:00,TL-020,400,Sikkim,Equipment Failure,0.5,191.0,22,8,7.1,24.1,12.2,74.9,13
2023-01-05 12:00:00,TL-001,765,Sikkim,Equipment Failure,16.8,119.5,12,1,2.9,1.1,22.5,73.6,11
2024-09-14 01:00:00,TL-022,400,West Bengal,Unknown,5.3,161.4,1,9,6.9,0.17,12.9,66.6,6
2024-03-31 16:00:00,TL-012,400,Jharkhand,Equipment Failure,28.7,172.6,16,3,1.9,0.31,30.7,72.3,17
2023-08-26 21:00:00,TL-018,400,Odisha,Overloading,2.3,213.0,21,8,5.7,6.48,20.6,112.8,18
2023-06-05 10:00:00,TL-021,220,Sikkim,Tree Contact,2.0,200.6,10,6,6.3,0.22,36.7,81.7,29
2024-09-15 08:00:00,TL-040,400,Odisha,Equipment Failure,11.3,229.3,8,9,12.4,2.12,15.6,40.0,25
2024-02-03 16:00:00,TL-013,400,Jharkhand,Unknown,3.2,148.0,16,2,8.3,1.4,27.9,90.0,11
2023-11-16 02:00:00,TL-037,400,Sikkim,Unknown,2.4,210.7,2,11,0.9,0.19,14.4,74.5,13
2024-06-20 22:00:00,TL-050,400,Sikkim,Equipment Failure,8.9,174.1,22,6,5.9,3.2,24.8,68.2,25
2024-01-16 10:00:00,TL-015,400,Bihar,Unknown,1.0,178.7,10,1,0.1,2.66,27.3,78.0,28
2024-10-07 04:00:00,TL-014,400,West Bengal,Unknown,6.8,137.6,4,10,4.6,0.1,19.2,79.5,18
2024-10-01 21:00:00,TL-047,400,Sikkim,Overloading,1.9,173.5,21,10,1.6,0.89,13.0,80.4,25
2024-12-19 13:00:00,TL-008,220,Bihar,Tree Contact,3.2,126.8,13,12,1.3,0.66,23.2,55.6,24
2023-05-25 16:00:00,TL-032,400,Odisha,Lightning,4.2,221.6,16,5,0.9,3.01,32.4,55.5,18
2023-06-23 13:00:00,TL-005,220,Bihar,Overloading,1.0,135.8,13,6,14.9,10.94,19.3,86.4,9
2023-08-31 23:00:00,TL-008,765,West Bengal,Overloading,0.5,162.1,23,8,10.6,0.65,19.1,79.2,26
2024-09-03 12:00:00,TL-022,220,Sikkim,Overloading,0.8,288.6,12,9,7.5,10.96,18.1,100.4,9
2023-05-05 22:00:00,TL-039,400,Bihar,Bird/Animal,0.3,175.1,22,5,2.8,1.3,35.4,54.0,19
2024-12-24 13:00:00,TL-004,765,West Bengal,Lightning,3.3,132.3,13,12,6.8,1.26,24.2,50.0,3
2024-10-03 11:00:00,TL-013,400,Bihar,Tree Contact,1.7,118.2,11,10,0.3,0.59,11.3,67.0,14
2023-01-30 08:00:00,TL-048,765,West Bengal,Lightning,0.7,176.3,8,1,1.5,2.12,28.7,84.7,28
2023-10-08 20:00:00,TL-011,220,Jharkhand,Human Error,5.2,223.4,20,10,6.0,0.51,18.6,86.0,10
2023-12-29 06:00:00,TL-020,400,Sikkim,Tree Contact,11.4,287.1,6,12,1.2,0.34,21.5,58.2,21
2023-01-12 03:00:00,TL-046,400,Bihar,Equipment Failure,3.9,226.1,3,1,1.8,0.58,26.3,84.7,2
2024-12-27 13:00:00,TL-034,765,Bihar,Tree Contact,0.9,131.9,13,12,1.2,1.37,28.7,39.6,12
2024-09-01 06:00:00,TL-002,765,Bihar,Lightning,7.4,165.1,6,9,7.7,16.34,17.8,56.7,13
2023-07-10 12:00:00,TL-031,220,Jharkhand,Tree Contact,0.3,236.2,12,7,5.2,18.6,25.8,75.3,19
2023-09-12 09:00:00,TL-007,765,West Bengal,Lightning,0.9,119.8,9,9,11.2,5.09,13.8,49.6,17
2024-02-23 09:00:00,TL-012,400,Bihar,Tree Contact,4.3,245.4,9,2,1.5,0.35,35.7,72.0,22
2024-12-24 20:00:00,TL-001,765,Sikkim,Equipment Failure,25.3,210.5,20,12,1.1,1.76,25.3,74.1,11
2024-04-29 08:00:00,TL-001,220,Sikkim,Tree Contact,3.4,211.6,8,4,0.4,0.71,31.6,59.6,27
2024-07-17 05:00:00,TL-047,220,Jharkhand,Equipment Failure,29.4,129.0,5,7,7.0,0.51,21.5,78.8,29
2024-12-08 00:00:00,TL-033,765,Odisha,Unknown,1.0,284.2,0,12,0.6,2.98,23.9,78.0,28
2024-10-03 03:00:00,TL-044,400,Sikkim,Equipment Failure,0.4,201.6,3,10,3.0,0.09,13.7,64.4,13
2023-09-30 16:00:00,TL-030,400,Jharkhand,Overloading,0.6,248.0,16,9,5.1,5.58,18.6,73.5,7
2024-01-09 00:00:00,TL-038,400,West Bengal,Overloading,0.7,145.9,0,1,3.4,1.61,25.1,96.3,18
2023-01-30 06:00:00,TL-019,220,West Bengal,Bird/Animal,0.3,250.2,6,1,2.8,3.92,29.1,72.4,2
2024-10-07 13:00:00,TL-020,400,Sikkim,Equipment Failure,0.2,236.1,13,10,2.1,0.34,15.2,94.7,26
2024-12-02 08:00:00,TL-030,220,West Bengal,Equipment Failure,0.1,205.3,8,12,0.9,2.36,23.1,70.6,9
2023-12-07 01:00:00,TL-023,400,Sikkim,Equipment Failure,0.7,203.7,1,12,2.3,0.61,22.5,59.0,27
2024-02-21 18:00:00,TL-034,220,Odisha,Equipment Failure,5.0,253.6,18,2,2.0,0.46,29.2,93.2,1
2024-01-16 04:00:00,TL-028,220,Sikkim,Equipment Failure,10.0,212.3,4,1,9.4,0.18,26.5,50.5,25
2023-04-16 00:00:00,TL-038,220,Sikkim,Tree Contact,4.6,220.4,0,4,6.4,0.22,30.8,89.4,27
2024-01-24 08:00:00,TL-039,400,Sikkim,Equipment Failure,0.6,194.3,8,1,2.3,0.04,30.5,81.7,14
2024-03-23 04:00:00,TL-012,400,Bihar,Unknown,0.0,189.3,4,3,1.1,1.33,36.9,69.1,15
2024-02-19 03:00:00,TL-026,400,Jharkhand,Equipment Failure,6.5,228.7,3,2,0.8,0.27,35.6,87.7,16
2023-01-14 08:00:00,TL-031,400,Odisha,Overloading,0.2,141.0,8,1,3.4,0.25,28.7,111.6,2
2024-02-13 00:00:00,TL-012,400,Jharkhand,Overloading,0.2,198.2,0,2,6.1,0.32,32.8,81.9,8
2024-06-06 07:00:00,TL-033,765,Bihar,Bird/Animal,0.5,140.2,7,6,5.4,6.18,27.1,80.9,25
2023-09-03 20:00:00,TL-007,220,Odisha,Tree Contact,2.7,192.9,20,9,9.5,4.38,18.5,65.6,20
2023-10-05 16:00:00,TL-021,765,Odisha,Overloading,0.6,165.7,16,10,0.3,1.47,13.6,110.7,14
2024-06-12 01:00:00,TL-030,400,Jharkhand,Lightning,0.8,105.6,1,6,8.0,15.18,26.6,79.2,29
2023-01-20 10:00:00,TL-024,765,Odisha,Equipment Failure,1.0,153.4,10,1,0.5,0.31,30.1,54.8,16
2024-06-29 23:00:00,TL-020,220,Bihar,Equipment Failure,2.6,227.4,23,6,9.0,15.26,25.0,87.3,25
2024-06-10 13:00:00,TL-007,220,Bihar,Unknown,4.6,238.6,13,6,10.6,5.53,27.8,79.5,29
2023-10-12 13:00:00,TL-041,400,Odisha,Tree Contact,2.4,182.4,13,10,0.1,0.31,11.7,63.3,15
2023-02-07 16:00:00,TL-030,220,Bihar,Equipment Failure,4.2,259.9,16,2,3.2,1.06,31.8,52.9,14
2023-07-19 18:00:00,TL-016,765,Bihar,Lightning,1.3,264.6,18,7,6.9,6.68,25.7,79.4,28
2023-04-24 19:00:00,TL-038,220,Sikkim,Overloading,1.9,217.4,19,4,2.0,0.7,32.8,102.3,29
2024-10-20 12:00:00,TL-033,220,Jharkhand,Lightning,1.2,169.7,12,10,14.8,0.05,12.2,74.6,4
2023-08-12 13:00:00,TL-003,220,Jharkhand,Human Error,2.8,246.7,13,8,6.5,10.43,17.3,88.3,26
2023-06-12 13:00:00,TL-030,220,Odisha,Unknown,0.6,207.3,13,6,6.3,8.21,31.5,62.6,15
2023-09-19 20:00:00,TL-048,220,Sikkim,Lightning,1.8,159.5,20,9,7.6,24.5,15.7,85.1,8
2023-03-22 07:00:00,TL-005,220,Sikkim,Overloading,2.1,187.1,7,3,0.1,0.84,39.1,95.2,5
2023-06-18 14:00:00,TL-044,220,Sikkim,Overloading,3.9,133.4,14,6,11.0,5.41,25.4,105.9,16
2023-03-02 04:00:00,TL-033,400,Odisha,Equipment Failure,28.2,128.6,4,3,0.4,0.16,31.2,90.1,26
2024-08-20 16:00:00,TL-043,765,Jharkhand,Lightning,9.9,146.0,16,8,6.9,20.83,19.5,58.1,12
2024-01-09 18:00:00,TL-011,765,Bihar,Lightning,3.1,94.1,18,1,3.1,0.2,20.7,76.1,18
2024-06-11 20:00:00,TL-023,400,Sikkim,Lightning,1.4,187.6,20,6,6.5,23.37,29.0,77.1,16
2023-05-29 23:00:00,TL-032,765,Jharkhand,Tree Contact,4.1,182.3,23,5,0.6,0.42,27.2,83.9,22
2024-06-27 06:00:00,TL-035,400,Odisha,Lightning,3.3,189.3,6,6,5.3,51.35,19.3,61.9,29
2024-08-30 13:00:00,TL-023,765,West Bengal,Lightning,0.7,263.6,13,8,5.8,16.22,16.9,76.8,7
2023-12-21 18:00:00,TL-001,400,Sikkim,Lightning,2.8,223.1,18,12,3.1,0.05,24.9,76.3,24
2023-12-21 08:00:00,TL-006,765,Jharkhand,Human Error,0.5,165.7,8,12,0.5,0.77,18.6,82.4,11
2023-06-19 06:00:00,TL-033,765,Bihar,Lightning,3.1,217.4,6,6,7.4,1.72,27.7,71.0,24
2023-10-08 01:00:00,TL-038,400,West Bengal,Equipment Failure,5.0,228.2,1,10,4.0,1.6,19.6,69.5,4
2024-11-01 02:00:00,TL-008,400,West Bengal,Equipment Failure,0.7,184.1,2,11,1.0,0.09,19.1,80.8,28
2024-07-01 14:00:00,TL-020,220,Odisha,Tree Contact,2.2,139.3,14,7,5.0,6.68,25.0,67.8,15
2024-12-21 16:00:00,TL-015,765,Sikkim,Tree Contact,0.2,267.4,16,12,1.0,0.21,23.5,63.6,25
2023-10-20 01:00:00,TL-048,400,Odisha,Equipment Failure,5.3,269.0,1,10,4.7,0.29,19.1,77.3,29
2023-01-07 21:00:00,TL-006,220,Odisha,Lightning,2.0,207.2,21,1,1.1,0.39,27.5,42.7,11
2023-02-24 01:00:00,TL-027,220,Jharkhand,Equipment Failure,33.3,193.8,1,2,3.5,0.1,35.5,89.1,12
2023-05-04 03:00:00,TL-002,400,West Bengal,Lightning,1.5,249.6,3,5,8.4,2.28,34.8,70.2,10
2023-09-01 01:00:00,TL-043,400,Odisha,Equipment Failure,1.1,244.4,1,9,11.7,10.12,13.9,68.3,22
2023-10-20 16:00:00,TL-020,400,Jharkhand,Lightning,0.1,189.1,16,10,1.5,1.14,16.7,59.3,26
2023-01-07 23:00:00,TL-012,400,Sikkim,Human Error,1.3,199.2,23,1,0.7,0.8,24.8,81.9,22
2023-03-29 16:00:00,TL-003,400,Bihar,Overloading,0.5,171.0,16,3,0.2,2.6,38.8,78.4,23
2023-06-07 22:00:00,TL-044,400,Bihar,Equipment Failure,1.1,100.8,22,6,6.1,9.28,34.0,74.9,26
2024-01-17 21:00:00,TL-007,765,Odisha,Tree Contact,5.7,229.2,21,1,1.7,0.51,24.1,66.9,9
2023-04-19 07:00:00,TL-034,400,Odisha,Overloading,0.9,276.4,7,4,2.8,1.11,36.3,53.5,2
2023-09-26 03:00:00,TL-040,765,Sikkim,Equipment Failure,27.2,170.3,3,9,5.6,3.29,12.7,43.1,13
2024-11-19 08:00:00,TL-045,400,Bihar,Overloading,5.4,167.4,8,11,1.2,1.42,16.9,96.9,8
2024-06-24 13:00:00,TL-037,765,West Bengal,Equipment Failure,3.2,189.3,13,6,7.6,4.36,22.9,84.2,28
2024-07-20 14:00:00,TL-040,400,Bihar,Bird/Animal,0.6,178.9,14,7,6.9,8.4,17.7,64.5,5
2024-12-25 01:00:00,TL-031,400,Jharkhand,Equipment Failure,3.6,150.7,1,12,1.1,0.86,25.9,88.1,27
2024-10-12 16:00:00,TL-048,220,Sikkim,Tree Contact,7.4,208.7,16,10,2.5,1.05,19.0,68.2,6
2024-04-14 17:00:00,TL-050,400,West Bengal,Bird/Animal,1.0,230.9,17,4,1.3,0.76,31.2,84.5,6
2024-02-18 14:00:00,TL-009,400,West Bengal,Equipment Failure,11.7,188.7,14,2,4.9,0.6,31.2,52.0,18
2024-10-10 06:00:00,TL-025,765,West Bengal,Lightning,0.1,269.9,6,10,0.7,2.27,13.4,51.0,21
2024-07-07 07:00:00,TL-040,765,Jharkhand,Lightning,1.8,249.9,7,7,6.3,4.69,30.7,83.7,27
2023-10-24 14:00:00,TL-046,400,West Bengal,Lightning,0.6,236.5,14,10,5.9,0.49,17.7,73.4,26
2023-12-08 22:00:00,TL-031,400,West Bengal,Bird/Animal,0.1,173.5,22,12,3.9,0.55,19.2,85.6,10
2023-08-08 17:00:00,TL-038,765,Sikkim,Lightning,0.3,193.8,17,8,7.3,2.63,15.3,69.6,22
2023-05-07 03:00:00,TL-047,400,West Bengal,Equipment Failure,0.2,148.9,3,5,0.2,0.15,30.6,57.9,27
2023-01-25 03:00:00,TL-026,220,Odisha,Equipment Failure,2.3,196.2,3,1,1.5,0.16,29.7,62.3,11
2023-05-13 07:00:00,TL-050,400,Bihar,Unknown,0.7,215.6,7,5,1.5,0.8,33.8,81.4,25
2023-10-23 15:00:00,TL-019,400,Bihar,Lightning,0.6,180.2,15,10,1.1,1.32,16.5,78.4,22
2024-09-11 23:00:00,TL-019,400,Odisha,Lightning,2.4,187.4,23,9,10.2,13.92,17.4,81.0,5
2023-01-08 23:00:00,TL-016,400,Jharkhand,Equipment Failure,0.9,125.5,23,1,3.3,0.86,27.5,77.4,25
2023-05-03 03:00:00,TL-009,400,Sikkim,Lightning,0.9,129.5,3,5,9.5,1.26,35.4,94.5,8
2024-10-19 17:00:00,TL-026,400,West Bengal,Lightning,1.0,130.3,17,10,0.2,1.82,15.4,76.3,13
